symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
NFLX,2015-09-14 00:00:00+00:00,95.69,97.91,94.33,96.84,15545991,95.69,97.91,94.33,96.84,15545991,0.0,1.0
NFLX,2015-09-15 00:00:00+00:00,99.16,99.65,93.61,95.22,22591084,99.16,99.65,93.61,95.22,22591084,0.0,1.0
NFLX,2015-09-16 00:00:00+00:00,104.08,104.48,99.33,99.7,28058216,104.08,104.48,99.33,99.7,28058216,0.0,1.0
NFLX,2015-09-17 00:00:00+00:00,104.21,107.5,101.83,103.67,25817651,104.21,107.5,101.83,103.67,25817651,0.0,1.0
NFLX,2015-09-18 00:00:00+00:00,102.62,104.36,100.71,102.0,21715034,102.62,104.36,100.71,102.0,21715034,0.0,1.0
NFLX,2015-09-21 00:00:00+00:00,100.3,103.77,99.5568,103.3,17900624,100.3,103.77,99.5568,103.3,17900624,0.0,1.0
NFLX,2015-09-22 00:00:00+00:00,98.47,99.9,97.0,98.29,16717919,98.47,99.9,97.0,98.29,16717919,0.0,1.0
NFLX,2015-09-23 00:00:00+00:00,98.07,99.74,97.66,98.6,10264540,98.07,99.74,97.66,98.6,10264540,0.0,1.0
NFLX,2015-09-24 00:00:00+00:00,103.76,104.0,96.78,97.11,21274471,103.76,104.0,96.78,97.11,21274471,0.0,1.0
NFLX,2015-09-25 00:00:00+00:00,102.24,105.4487,101.57,105.3,19066632,102.24,105.4487,101.57,105.3,19066632,0.0,1.0
NFLX,2015-09-28 00:00:00+00:00,99.47,103.3275,97.8414,101.57,16895926,99.47,103.3275,97.8414,101.57,16895926,0.0,1.0
NFLX,2015-09-29 00:00:00+00:00,98.35,100.63,96.85,99.63,17405941,98.35,100.63,96.85,99.63,17405941,0.0,1.0
NFLX,2015-09-30 00:00:00+00:00,103.26,103.46,99.05,99.91,16302867,103.26,103.46,99.05,99.91,16302867,0.0,1.0
NFLX,2015-10-01 00:00:00+00:00,105.98,106.11,101.12,102.91,17426948,105.98,106.11,101.12,102.91,17426948,0.0,1.0
NFLX,2015-10-02 00:00:00+00:00,106.11,106.87,101.45,103.01,21526717,106.11,106.87,101.45,103.01,21526717,0.0,1.0
NFLX,2015-10-05 00:00:00+00:00,111.25,112.28,105.76,107.48,21157937,111.25,112.28,105.76,107.48,21157937,0.0,1.0
NFLX,2015-10-06 00:00:00+00:00,108.33,112.25,105.64,110.33,20836303,108.33,112.25,105.64,110.33,20836303,0.0,1.0
NFLX,2015-10-07 00:00:00+00:00,108.1,109.78,106.75,108.84,12329535,108.1,109.78,106.75,108.84,12329535,0.0,1.0
NFLX,2015-10-08 00:00:00+00:00,114.93,115.05,102.6,107.94,42831944,114.93,115.05,102.6,107.94,42831944,0.0,1.0
NFLX,2015-10-09 00:00:00+00:00,113.33,115.83,112.44,114.11,22455205,113.33,115.83,112.44,114.11,22455205,0.0,1.0
